reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
HJTQHM24PP025,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/emerald-cluster-by-harry-winston-p1/platinum-hjtqhm24pp025,N/A,Harry Winston,N/A,N/A,Emerald Cluster by Harry Winston,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,24 x 22 mm,N/A,N/A,6.4 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,platinum,N/A,platinum,quartz,HW1051,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            75 pear-cut diamonds (approx. 41.74 cts)56 brilliant-cut diamonds (approx. 17.28 cts)45 baguette-cut diamonds (approx. 16.26 cts)5 marquise-cut diamonds (approx. 4.04 cts)"
PRNQHM36WW004,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/premier-ladies-36mm-w1/18k-white-gold-prnqhm36ww004,N/A,Harry Winston,N/A,N/A,Premier Ladies 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.2 mm,N/A,N/A,N/A,3,N/A,diamond setting,N/A,18K white gold,N/A,18K white gold,quartz,HW1042,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            817 brilliant-cut diamonds (approx. 9.47 cts)"
PRNQHM36WW007,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/premier-ladies-36mm-w2/18k-white-gold-prnqhm36ww007,N/A,Harry Winston,N/A,N/A,Premier Ladies 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,diamond setting,N/A,18K white gold,N/A,18K white gold,quartz,HW1042,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            462 baguette-cut diamonds (approx. 26.03 cts)5 brilliant-cut diamonds (approx. 0.10 carat)"
PRNQHM36WW014,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/premier-glacier-by-harry-winston-w1/18k-white-gold-prnqhm36ww014,N/A,Harry Winston,N/A,N/A,Premier Glacier by Harry Winston,N/A,Limited edition: 5 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.8 mm,N/A,N/A,N/A,3,N/A,diamond setting,N/A,18K white gold,N/A,18K white gold,quartz,HW1042,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            492 baguette-cut diamonds (approx. 30.55 cts)5 brilliant-cut diamonds (approx. 0.10 carat)"
HJTQHM30PP006,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/mrs--winston-high-jewelry-timepiece-by-harry-winston-p1/platinum-hjtqhm30pp006,N/A,Harry Winston,N/A,N/A,Mrs. Winston High Jewelry Timepiece by Harry Winston,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,30 x 17 mm,N/A,N/A,6.4 mm,N/A,N/A,N/A,3,N/A,diamond setting,N/A,platinum,N/A,platinum,quartz,HW1051,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            190 brilliant-cut diamonds (approx. 6.11 cts)146 baguette-cut diamonds (approx. 14.56 cts)56 pear-cut diamonds (approx. 25.76 cts)14 marquise-cut diamonds (approx. 6.44 cts)"
HJTQHM15PP001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/glacier-by-harry-winston-p1/platinum-hjtqhm15pp001,N/A,Harry Winston,N/A,N/A,Glacier by Harry Winston,N/A,Limited edition: 1 piece,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,15.4 x 24.7 mm,N/A,N/A,6.4 mm,N/A,N/A,N/A,3,N/A,diamond setting,N/A,platinum,N/A,platinum,quartz,HW1040,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            422 baguette-cut diamonds (approx. 76.32 cts)"
OCEAMP42WW002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-date-moon-phase-automatic-42mm-w1/blue-alligator-leather-oceamp42ww002,N/A,Harry Winston,N/A,N/A,Ocean Date Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42 mm,N/A,N/A,10.3 mm,N/A,N/A,N/A,10,N/A,"white beaded mother-of-pearl
18K gold Emerald applique
moon phase disc with blue varnish and handmade 18K yellow gold moon cabochon",N/A,18K white gold,N/A,18K white gold,automatic,HW3203,N/A,N/A,N/A,"excentered hours and minutes
date
moon phase",N/A,"Total gem-setting

                            352 brilliant-cut diamonds (approx. 4.45 cts)"
OCEAMP42RR004,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-date-moon-phase-automatic-42mm---limited-edition-r1/18k-rose-gold-diamond-set-oceamp42rr004,N/A,Harry Winston,N/A,N/A,Ocean Date Moon Phase Automatic 42mm - Limited Edition,N/A,Limited edition: 5 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.9 mm,N/A,N/A,N/A,5,N/A,moon phase disc with blue varnish and handmade 18K yellow gold moon cabochon,N/A,18K rose gold,N/A,18K rose gold,automatic,HW3203,N/A,N/A,N/A,"excentered hours and minutes
date
moon phase",N/A,"Total gem-setting

                            836 baguette-cut diamonds (approx. 37.66 cts)
141 brilliant-cut diamonds (approx. 0.69 carat)
1 emerald-cut diamond (approx. 0.05 carat)"
OCEACC42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z16-z1/blue-alligator-leather-rubber-base-oceacc42zz001,N/A,Harry Winston,N/A,N/A,Project Z16,N/A,Limited edition: 100 piecesAvailable soon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.3 mm,N/A,N/A,N/A,10,N/A,"openworked and three-dimensional
luminescent hours and minutes hands indexes and Emerald applique",N/A,Zalium,N/A,Zalium,automatic,HW3401,N/A,N/A,N/A,"hours and minutes
date
day
month
retrograde seconds",N/A,"Limited edition

                            100"
OCEABI42ZZ003,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/zalium-variation-orange-z1/orange-alligator-leather-with-black-rubber-base-oceabi42zz003,N/A,Harry Winston,N/A,N/A,Zalium Variation Orange,N/A,Limited edition: 100 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,10.6 mm,N/A,N/A,N/A,10,N/A,"openworked with black sandblasting
black and orange retrograde counters
chapter ring with black and orange satin-brushed finish
luminescent 18K gold Emerald applique and rhodium-plated indexes",N/A,Zalium,N/A,Zalium,automatic,HW3305,N/A,N/A,N/A,"excentered hours and minutes
retrograde seconds
retrograde days
date",N/A,"Limited edition

                            100"
OCEABI36WW065,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-diamond-waves-automatic-36mm-w1/shiny-white-alligator-leather-oceabi36ww065,N/A,Harry Winston,N/A,N/A,Ocean Biretrograde Diamond Waves Automatic 36mm,N/A,Limited edition: 20 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.7 mm,N/A,N/A,N/A,10,N/A,white beaded mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW3302,N/A,N/A,N/A,"excentered hours and minutes
retrograde seconds
retrograde days
date",N/A,"Total gem-setting

                            147 baguette-cut diamonds (approx. 5.69 cts)
33 baguette-cut blue sapphires (approx. 0.68 carat)
1 emerald-cut diamond (approx. 0.02 carat)"
OCEABI36RR034,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r3/18k-rose-gold-oceabi36rr034,N/A,Harry Winston,N/A,N/A,Ocean Biretrograde Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,10,N/A,"blue beaded mother-of-pearl
lotus flower motif",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3302,N/A,N/A,N/A,"excentered hours and minutes
retrograde seconds
retrograde days
date",N/A,"Total gem-setting

                            88 brilliant-cut diamonds (approx. 3.16 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEAHR42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-retrograde-automatic-42mm-r1/brown-alligator-leather-oceahr42rr001,N/A,Harry Winston,N/A,N/A,Ocean Retrograde Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.3 mm,N/A,N/A,N/A,10,N/A,"three-dimensional
18K gold central bridge
sapphire date disc
luminescent indexes hands and date",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3206,N/A,N/A,N/A,"retrograde jumping hours
retrograde minutes
date",N/A,N/A
OCEAPC42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-perpetual-calendar-automatic-42mm-r1/brown-alligator-leather-oceapc42rr001,N/A,Harry Winston,N/A,N/A,Ocean Biretrograde Perpetual Calendar Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.9 mm,N/A,N/A,N/A,10,N/A,"central motif with Clou de Paris
luminescent hours and minutes hands and indexes
18K gold moon and Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3501,N/A,N/A,N/A,"hours and minutes
retrograde calendar
retrograde days
month
leap year indicator
moon phase",N/A,N/A
OCEASR42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z15-z1/textile-effect-rubber-rubber-base-oceasr42zz001,N/A,Harry Winston,N/A,N/A,Project Z15,N/A,Limited edition: 300 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,10,N/A,"architectural three-dimensional
luminescent gold Emerald applique hours’ hand and indexes minutes’ hand and pillars",N/A,Zalium,N/A,Zalium,automatic,HW3207,N/A,N/A,N/A,"hours counter
minutes counter
small retrograde seconds",N/A,"Limited edition

                            300"
OCEQMP36WW027,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w2/pink-pearl-alligator-leather-oceqmp36ww027,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,8 mm,N/A,N/A,N/A,10,N/A,"blue and pink mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            207 brilliant-cut diamonds (approx. 3.49 cts)"
OCEQMP36WW024,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w1/18k-white-gold-oceqmp36ww024,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,8 mm,N/A,N/A,N/A,10,N/A,"blue beaded mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            115 brilliant-cut diamonds (approx. 3.25 cts)"
OCEAMP42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z13-z1/calfskin-with-technical-fiber-effect-on-rubber-base-oceamp42zz001,N/A,Harry Winston,N/A,N/A,Project Z13,N/A,Limited edition: 300 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.2 mm,N/A,N/A,N/A,10,N/A,"openworked
three-dimensional
carbon inserts",N/A,Zalium,N/A,Zalium,automatic,HW3202,N/A,N/A,N/A,"excentered hours and minutes
retrograde date
moon phase",N/A,"Limited edition

                            300"
OCEAHR42RR002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-retrograde-automatic-42mm-r2/brown-alligator-leather-oceahr42rr002,N/A,Harry Winston,N/A,N/A,Ocean Retrograde Automatic 42mm,N/A,Limited edition: 20 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.3 mm,N/A,N/A,N/A,10,N/A,"three-dimensional
18K gold central bridge
sapphire date disc
luminescent indexes hands and date",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3206,N/A,N/A,N/A,"retrograde jumping hours
retrograde minutes
date",N/A,"Total gem-setting

                            91 baguette-cut diamonds (approx. 4.41 cts)"
OCEAHR42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z12-z1/calfskin-with-denim-effect-on-rubber-base-oceahr42zz001,N/A,Harry Winston,N/A,N/A,Project Z12,N/A,Limited edition: 300 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.3 mm,N/A,N/A,N/A,10,N/A,"three-dimensional
blue anodized aluminium central bridge
sapphire date disc
luminescent indexes hands and date",N/A,Zalium,N/A,Zalium,automatic,HW3306,N/A,N/A,N/A,"retrograde jumping hours
retrograde minutes
date",N/A,"Limited edition

                            300"
OCEMTJ45RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-tourbillon-jumping-hour-r1/black-alligator-leather-ocemtj45rr001,N/A,Harry Winston,N/A,N/A,Ocean Tourbillon Jumping Hour,N/A,Limited edition: 75 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,45.6 mm,N/A,N/A,13.2 mm,N/A,N/A,N/A,5,N/A,"openworked
black sapphire",N/A,18K rose gold,N/A,18K rose gold,manual,HW4401,N/A,N/A,N/A,"jumping hours and minutes
tourbillon
power reserve indicator
Shuriken hand operating indicator",N/A,"Limited edition

                            75"
OCEARS42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-retrograde-second-automatic-42mm-r1/brown-alligator-leather-ocears42rr001,N/A,Harry Winston,N/A,N/A,Ocean Retrograde Second Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,10.7 mm,N/A,N/A,N/A,10,N/A,"openworked
hours and minutes luminescent hands",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2202,N/A,N/A,N/A,"excentered hours and minutes
small retrograde seconds",N/A,N/A
OCEQMP36WW023,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w1/gray-alligator-leather-oceqmp36ww023,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,8 mm,N/A,N/A,N/A,10,N/A,"blue beaded mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            157 brilliant-cut diamonds (approx. 3.42 cts)"
OCEABI36RR035,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r3/18k-rose-gold-diamond-set-oceabi36rr035,N/A,Harry Winston,N/A,N/A,Ocean Biretrograde Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,10,N/A,"blue beaded mother-of-pearl
lotus flower motif",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3302,N/A,N/A,N/A,"excentered hours and minutes
retrograde seconds
retrograde days
date",N/A,"Total gem-setting

                            524 brilliant-cut diamonds (approx. 11.17 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEABI36WW064,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-orange-automatic-36mm-w1/orange-pearl-alligator-leather-oceabi36ww064,N/A,Harry Winston,N/A,N/A,Ocean Biretrograde Orange Automatic 36mm,N/A,Limited edition: 20 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,10,N/A,white beaded mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW3302,N/A,N/A,N/A,"excentered hours and minutes
retrograde seconds
retrograde days
date",N/A,"Total gem-setting

                            173 brilliant-cut orange spessartites (approx. 3.32 cts)
116 brilliant-cut diamonds (approx. 1.17 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
OCEAPC42WW001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-perpetual-calendar-automatic-42mm-w1/blue-alligator-leather-oceapc42ww001,N/A,Harry Winston,N/A,N/A,Ocean Biretrograde Perpetual Calendar Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.9 mm,N/A,N/A,N/A,10,N/A,"central motif with Clou de Paris
luminescent hours and minutes hands and indexes
18K gold moon and Emerald applique",N/A,18K white gold,N/A,18K white gold,automatic,HW3501,N/A,N/A,N/A,"hours and minutes
retrograde calendar
retrograde days
month
leap year indicator
moon phase",N/A,N/A
OCEAMP42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-automatic-42mm-r1/brown-alligator-leather-oceamp42rr001,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.2 mm,N/A,N/A,N/A,10,N/A,"openworked
three-dimensional
carbon inserts",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3202,N/A,N/A,N/A,"excentered hours and minutes
retrograde date
moon phase",N/A,N/A
OCEABD42RR003,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-sparkling-big-date-automatic-42mm-r1/brown-alligator-leather-oceabd42rr003,N/A,Harry Winston,N/A,N/A,Ocean Sparkling Big Date Automatic 42mm,N/A,Limited edition: 20 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,10.6 mm,N/A,N/A,N/A,10,N/A,"brown ruthenium crystals
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3206,N/A,N/A,N/A,"excentered hours and minutes
big date
Shuriken hand operating indicator",N/A,"Total gem-setting

                            100 brilliant-cut diamonds (approx. 0.38 carat)91 baguette-cut diamonds (approx. 4.41 cts)"
OCEQMP36RR034,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r3/18k-rose-gold-oceqmp36rr034,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,8 mm,N/A,N/A,N/A,10,N/A,"Havana brown mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            165 brilliant-cut diamonds (approx. 3.32 cts)"
OCEABI36RR033,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r3/blue-pearl-alligator-leather-oceabi36rr033,N/A,Harry Winston,N/A,N/A,Ocean Biretrograde Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,10,N/A,"blue beaded mother-of-pearl
lotus flower motif",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3302,N/A,N/A,N/A,"excentered hours and minutes
retrograde seconds
retrograde days
date",N/A,"Total gem-setting

                            130 brilliant-cut diamonds (approx. 3.33 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEQMP36WW029,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w2/18k-white-gold-diamond-set-oceqmp36ww029,N/A,Harry Winston,N/A,N/A,Ocean Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,8 mm,N/A,N/A,N/A,10,N/A,"blue and pink mother-of-pearl
18K gold Emerald applique",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            601 brilliant-cut diamonds (approx. 11.33 cts)"
OCEMTJ45WW001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-tourbillon-jumping-hour-w1/black-alligator-leather-ocemtj45ww001,N/A,Harry Winston,N/A,N/A,Ocean Tourbillon Jumping Hour,N/A,Limited edition: 75 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,45.6 mm,N/A,N/A,13.2 mm,N/A,N/A,N/A,5,N/A,"openworked
black sapphire",N/A,18K white gold,N/A,18K white gold,manual,HW4401,N/A,N/A,N/A,"jumping hours and minutes
tourbillon
power reserve indicator
Shuriken hand operating indicator",N/A,"Limited edition

                            75"
OCEAHR42WW001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-retrograde-automatic-42mm-w1/black-alligator-leather-oceahr42ww001,N/A,Harry Winston,N/A,N/A,Ocean Retrograde Automatic 42mm,N/A,Limited edition: 20 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,11.3 mm,N/A,N/A,N/A,10,N/A,"three-dimensional
18K gold central bridge
sapphire date disc
luminescent indexes hands and date",N/A,18K white gold,N/A,18K white gold,automatic,HW3206,N/A,N/A,N/A,"retrograde jumping hours
retrograde minutes
date",N/A,"Total gem-setting

                            91 baguette-cut diamonds (approx. 4.41 cts)"
OCEABD42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-big-date-automatic-42mm-r1/brown-alligator-leather-oceabd42rr001,N/A,Harry Winston,N/A,N/A,Ocean Big Date Automatic 42mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,42.2 mm,N/A,N/A,10.6 mm,N/A,N/A,N/A,10,N/A,"openworked
18K gold base track and Big date window
luminescent hands and indexes
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3206,N/A,N/A,N/A,"excentered hours and minutes
big date
Shuriken hand operating indicator",N/A,N/A
OCEACH44RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-chronograph-automatic-44mm-r1/black-alligator-leather-oceach44rr001,N/A,Harry Winston,N/A,N/A,Ocean Chronograph Automatic 44mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,44 mm,N/A,N/A,13.2 mm,N/A,N/A,N/A,10,N/A,"openworked
18K gold and galvanic black base
circular Côtes de Genève
luminescent hands indexes and date",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3304,N/A,N/A,N/A,"hours and minutes
date
Shuriken hand operating indicator
flyback chronograph with 30-minute and 12-hour counters",N/A,N/A
