reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
OCEABI42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-42mm-r1/brown-alligator-leather-oceabi42rr001,,Harry Winston,,,Ocean Biretrograde Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"openworked
18K gold center ring, retrograde counters and indexes
luminescent hands
18K gold Emerald applique",,18K rose gold,,18K rose gold,automatic,HW3305,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,
OCEABD42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-big-date-automatic-42mm-r1/brown-alligator-leather-oceabd42rr001,,Harry Winston,,,Ocean Big Date Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"openworked
18K gold base, track and Big date window
luminescent hands and indexes
18K gold Emerald applique",,18K rose gold,,18K rose gold,automatic,HW3206,,,,"excentered hours and minutes
big date
Shuriken hand operating indicator",,
PRNAHM36WW023,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/premier-hypnotic-opal-mosaic-automatic-36mm-w1/blue-pearl-alligator-leather-prnahm36ww023,,Harry Winston,,,Premier Hypnotic Opal Mosaic Automatic 36mm,,*Limited edition: 8 pieces,,,,,,,,,"open, sapphire crystal",36.4 mm,,,10.5 mm,,,,3,,"mosaic background pavé 
Australian blue opal",,18K white gold,,18K white gold,automatic,HW2008,,,,"hours and minutes
operating movement indicator",,"Total gem-setting

                            261 baguette-cut diamonds (approx. 9.38 cts)72 baguette-cut blue sapphires (approx. 0.87 carat)24 princess-cut diamonds (approx. 0.32 carat)4 brilliant-cut diamonds (approx. 0.19 carat)1 brilliant-cut blue sapphire (approx. 0.05 carat)"
OCEABI36WW065,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-diamond-waves-automatic-36mm-w1/shiny-white-alligator-leather-oceabi36ww065,,Harry Winston,,,Ocean Biretrograde Diamond Waves Automatic 36mm,,*Limited edition: 20 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,9.7 mm,,,,10,,white beaded mother-of-pearl,,18K white gold,,18K white gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            147 baguette-cut diamonds (approx. 5.69 cts)
33 baguette-cut blue sapphires (approx. 0.68 carat)
1 emerald-cut diamond (approx. 0.02 carat)"
HJTQHM15PP001,https://www.harrywinston.com/en/products/high-jewelry-timepieces-by-harry-winston/glacier-by-harry-winston-p1/platinum-hjtqhm15pp001,,Harry Winston,,,Glacier by Harry Winston,,*Limited edition: 1 piece,,,,,,,,,closed,15.4 x 24.7 mm,,,6.4 mm,,,,3,,diamond setting,,platinum,,platinum,quartz,HW1040,,,,hours and minutes,,"Total gem-setting

                            422 baguette-cut diamonds (approx. 76.32 cts)"
OCEARS42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z14-z1/rubber-with-textile-effect-ocears42zz001,,Harry Winston,,,Project Z14,,*Limited edition: 300 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.7 mm,,,,10,,"openworked
hours and minutes luminescent hands",,Zalium,,Zalium,automatic,HW2202,,,,"excentered hours and minutes
retrograde seconds",,"Limited edition

                            300"
OCEARS42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-retrograde-second-automatic-42mm-r1/brown-alligator-leather-ocears42rr001,,Harry Winston,,,Ocean Retrograde Second Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.7 mm,,,,10,,"openworked
hours and minutes luminescent hands",,18K rose gold,,18K rose gold,automatic,HW2202,,,,"excentered hours and minutes
small retrograde seconds",,
OCEMTJ45WW001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-tourbillon-jumping-hour-w1/black-alligator-leather-ocemtj45ww001,,Harry Winston,,,Ocean Tourbillon Jumping Hour,,*Limited edition: 75 pieces,,,,,,,,,"open, sapphire crystal",45.6 mm,,,13.2 mm,,,,5,,"openworked
black sapphire",,18K white gold,,18K white gold,manual,HW4401,,,,"jumping hours and minutes
tourbillon
power reserve indicator
Shuriken hand operating indicator",,"Limited edition

                            75"
OCEAHR42WW001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-retrograde-automatic-42mm-w1/black-alligator-leather-oceahr42ww001,,Harry Winston,,,Ocean Retrograde Automatic 42mm,,*Limited edition: 20 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.3 mm,,,,10,,"three-dimensional
18K gold central bridge
sapphire date disc
luminescent indexes, hands and date",,18K white gold,,18K white gold,automatic,HW3206,,,,"retrograde jumping hours
retrograde minutes
date",,"Total gem-setting

                            91 baguette-cut diamonds (approx. 4.41 cts)"
OCEAHR42RR002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-retrograde-automatic-42mm-r2/brown-alligator-leather-oceahr42rr002,,Harry Winston,,,Ocean Retrograde Automatic 42mm,,*Limited edition: 20 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.3 mm,,,,10,,"three-dimensional
18K gold central bridge
sapphire date disc
luminescent indexes, hands and date",,18K rose gold,,18K rose gold,automatic,HW3206,,,,"retrograde jumping hours
retrograde minutes
date",,"Total gem-setting

                            91 baguette-cut diamonds (approx. 4.41 cts)"
OCEABI36WW064,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-orange-automatic-36mm-w1/orange-pearl-alligator-leather-oceabi36ww064,,Harry Winston,,,Ocean Biretrograde Orange Automatic 36mm,,*Limited edition: 20 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,white beaded mother-of-pearl,,18K white gold,,18K white gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            173 brilliant-cut orange spessartites (approx. 3.32 cts)
116 brilliant-cut diamonds (approx. 1.17 cts)
1 emerald-cut diamond (approx. 0.02 carat)"
OCEAHR42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-retrograde-automatic-42mm-r1/brown-alligator-leather-oceahr42rr001,,Harry Winston,,,Ocean Retrograde Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.3 mm,,,,10,,"three-dimensional
18K gold central bridge
sapphire date disc
luminescent indexes, hands and date",,18K rose gold,,18K rose gold,automatic,HW3206,,,,"retrograde jumping hours
retrograde minutes
date",,
OCEQMP36WW027,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w2/pink-pearl-alligator-leather-oceqmp36ww027,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"blue and pink mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            207 brilliant-cut diamonds (approx. 3.49 cts)"
OCEABI42ZZ002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/zalium-variation-yellow-z1/yellow-alligator-leather-with-black-rubber-base-oceabi42zz002,,Harry Winston,,,Zalium Variation Yellow,,*Limited edition: 100 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"openworked with black sandblasting
black and yellow retrograde counters
chapter ring with black and yellow satin-brushed finish
luminescent 18K gold Emerald applique and rhodium-plated indexes",,Zalium,,Zalium,automatic,HW3305,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Limited edition

                            100"
OCEABI36RR035,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r3/18k-rose-gold-diamond-set-oceabi36rr035,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,"blue beaded mother-of-pearl
lotus flower motif",,18K rose gold,,18K rose gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            524 brilliant-cut diamonds (approx. 11.17 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEQMP36WW029,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w2/18k-white-gold-diamond-set-oceqmp36ww029,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"blue and pink mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            601 brilliant-cut diamonds (approx. 11.33 cts)"
OCEACH44RR002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-chronograph-automatic-44mm-r1/18k-rose-gold-oceach44rr002,,Harry Winston,,,Ocean Chronograph Automatic 44mm,,,,,,,,,,,"open, sapphire crystal",44 mm,,,13.2 mm,,,,10,,"openworked
18K gold and galvanic black base
circular Côtes de Genève
luminescent hands, indexes and date",,18K rose gold,,18K rose gold,automatic,HW3304,,,,"hours and minutes
date
Shuriken hand operating indicator
flyback chronograph with 30-minute and 12-hour counters",,
OCEQMP36WW024,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w1/18k-white-gold-oceqmp36ww024,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"blue beaded mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            115 brilliant-cut diamonds (approx. 3.25 cts)"
OCEABI36RR034,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r3/18k-rose-gold-oceabi36rr034,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,"blue beaded mother-of-pearl
lotus flower motif",,18K rose gold,,18K rose gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            88 brilliant-cut diamonds (approx. 3.16 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEAMP42WW001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-automatic-42mm-w1/black-alligator-leather-oceamp42ww001,,Harry Winston,,,Ocean Moon Phase Automatic 42mm,,*Limited edition: 20 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.2 mm,,,,10,,"openworked
three-dimensional
carbon inserts",,18K white gold,,18K white gold,automatic,HW3202,,,,"excentered hours and minutes
retrograde date
moon phase",,"Total gem-setting

                            91 baguette-cut diamonds (approx. 4.41 cts)"
OCEAPC42WW001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-perpetual-calendar-automatic-42mm-w1/blue-alligator-leather-oceapc42ww001,,Harry Winston,,,Ocean Biretrograde Perpetual Calendar Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.9 mm,,,,10,,"central motif with Clou de Paris
luminescent hours and minutes hands and indexes
18K gold moon and Emerald applique",,18K white gold,,18K white gold,automatic,HW3501,,,,"hours and minutes
retrograde calendar
retrograde days
month
leap year indicator
moon phase",,
OCEAHR42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z12-z1/calfskin-with-denim-effect-on-rubber-base-oceahr42zz001,,Harry Winston,,,Project Z12,,*Limited edition: 300 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.3 mm,,,,10,,"three-dimensional
blue anodized aluminium central bridge
sapphire date disc
luminescent indexes, hands and date",,Zalium,,Zalium,automatic,HW3306,,,,"retrograde jumping hours
retrograde minutes
date",,"Limited edition

                            300"
OCEABI36RR033,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-biretrograde-automatic-36mm-r3/blue-pearl-alligator-leather-oceabi36rr033,,Harry Winston,,,Ocean Biretrograde Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,10,,"blue beaded mother-of-pearl
lotus flower motif",,18K rose gold,,18K rose gold,automatic,HW3302,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Total gem-setting

                            130 brilliant-cut diamonds (approx. 3.33 cts)1 emerald-cut diamond (approx. 0.02 carat)"
OCEAMP42RR002,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-automatic-42mm-r2/brown-alligator-leather-oceamp42rr002,,Harry Winston,,,Ocean Moon Phase Automatic 42mm,,*Limited edition: 20 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.2 mm,,,,10,,"openworked
three-dimensional
carbon inserts",,18K rose gold,,18K rose gold,automatic,HW3202,,,,"excentered hours and minutes
retrograde date
moon phase",,"Total gem-setting

                            91 baguette-cut diamonds (approx. 4.41 cts)"
OCEQMP36WW028,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w2/18k-white-gold-oceqmp36ww028,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"blue and pink mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            165 brilliant-cut diamonds (approx. 3.32 cts)"
OCEAMP42RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-automatic-42mm-r1/brown-alligator-leather-oceamp42rr001,,Harry Winston,,,Ocean Moon Phase Automatic 42mm,,,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.2 mm,,,,10,,"openworked
three-dimensional
carbon inserts",,18K rose gold,,18K rose gold,automatic,HW3202,,,,"excentered hours and minutes
retrograde date
moon phase",,
OCEQMP36RR033,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r3/brown-pearl-alligator-leather-oceqmp36rr033,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"Havana brown mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            207 brilliant-cut diamonds (approx. 3.49 cts)"
OCEQMP36RR034,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-r3/18k-rose-gold-oceqmp36rr034,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"Havana brown mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            165 brilliant-cut diamonds (approx. 3.32 cts)"
OCEABI42ZZ003,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/zalium-variation-orange-z1/orange-alligator-leather-with-black-rubber-base-oceabi42zz003,,Harry Winston,,,Zalium Variation Orange,,*Limited edition: 100 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"openworked with black sandblasting
black and orange retrograde counters
chapter ring with black and orange satin-brushed finish
luminescent 18K gold Emerald applique and rhodium-plated indexes",,Zalium,,Zalium,automatic,HW3305,,,,"excentered hours and minutes
retrograde seconds
retrograde days
date",,"Limited edition

                            100"
OCEAMP42ZZ001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/project-z13-z1/calfskin-with-technical-fiber-effect-on-rubber-base-oceamp42zz001,,Harry Winston,,,Project Z13,,*Limited edition: 300 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,11.2 mm,,,,10,,"openworked
three-dimensional
carbon inserts",,Zalium,,Zalium,automatic,HW3202,,,,"excentered hours and minutes
retrograde date
moon phase",,"Limited edition

                            300"
OCEMTJ45RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-tourbillon-jumping-hour-r1/black-alligator-leather-ocemtj45rr001,,Harry Winston,,,Ocean Tourbillon Jumping Hour,,*Limited edition: 75 pieces,,,,,,,,,"open, sapphire crystal",45.6 mm,,,13.2 mm,,,,5,,"openworked
black sapphire",,18K rose gold,,18K rose gold,manual,HW4401,,,,"jumping hours and minutes
tourbillon
power reserve indicator
Shuriken hand operating indicator",,"Limited edition

                            75"
OCEQMP36WW025,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-moon-phase-36mm-w1/18k-white-gold-diamond-set-oceqmp36ww025,,Harry Winston,,,Ocean Moon Phase 36mm,,,,,,,,,,,closed,36 mm,,,8 mm,,,,10,,"blue beaded mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5201,,,,"hours and minutes
date
moon phase",,"Total gem-setting

                            551 brilliant-cut diamonds (approx. 11.26 cts)"
OCEABD42RR003,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-sparkling-big-date-automatic-42mm-r1/brown-alligator-leather-oceabd42rr003,,Harry Winston,,,Ocean Sparkling Big Date Automatic 42mm,,*Limited edition: 20 pieces,,,,,,,,,"open, sapphire crystal",42.2 mm,,,10.6 mm,,,,10,,"brown ruthenium crystals
18K gold Emerald applique",,18K rose gold,,18K rose gold,automatic,HW3206,,,,"excentered hours and minutes
big date
Shuriken hand operating indicator",,"Total gem-setting

                            100 brilliant-cut diamonds (approx. 0.38 carat)91 baguette-cut diamonds (approx. 4.41 cts)"
OCEACH44RR001,https://www.harrywinston.com/en/products/harry-winston-the-ocean-collection/ocean-chronograph-automatic-44mm-r1/black-alligator-leather-oceach44rr001,,Harry Winston,,,Ocean Chronograph Automatic 44mm,,,,,,,,,,,"open, sapphire crystal",44 mm,,,13.2 mm,,,,10,,"openworked
18K gold and galvanic black base
circular Côtes de Genève
luminescent hands, indexes and date",,18K rose gold,,18K rose gold,automatic,HW3304,,,,"hours and minutes
date
Shuriken hand operating indicator
flyback chronograph with 30-minute and 12-hour counters",,
